antwerp 1110 3041934
antwerp 1140 3127758
antwerp 1170 3207014
antwerp 1200 3292261
antwerp 1230 3381808
antwerp 1260 3469888
antwerp 1290 3554867
antwerp 1320 3644867
antwerp 1350 3720565
antwerp 1380 3803445
antwerp 1410 3890986
antwerp 1440 3965535
vienna 0 0
vienna 30 666
vienna 60 3334
vienna 90 7670
vienna 120 21009
vienna 150 36350
vienna 180 54024
vienna 210 85035
vienna 240 120047
vienna 270 168396
vienna 300 213737
vienna 330 274744
vienna 360 345749
vienna 390 418754
vienna 420 499083
vienna 450 578402
vienna 480 652697
vienna 510 739608
vienna 540 825844
vienna 570 924667
vienna 600 1025151
vienna 630 1141176
vienna 660 1266140
vienna 690 1395080
vienna 720 1520694
vienna 750 1663598
vienna 780 1810814
vienna 810 1948446
vienna 840 2086485
vienna 870 2221925
